country,year,population,gdp_usd,gdp_per_capita_usd,inflation_rate,unemployment_rate,life_expectancy,hdi,co2_tonnes_per_capita,economic_growth_rate
South Africa,2015,468000000,18403164000000,39323,0.64,13.47,68.5,0.715,18.22,6.3
South Africa,2015,1292000000,24319316000000,18823,11.18,4.82,70.4,0.878,13.97,7.76
South Africa,2015,56000000,3479336000000,62131,2.23,15.55,70.1,0.808,4.04,-1.62
South Africa,2015,1252000000,37846708000000,30229,8.26,2.65,62.9,0.616,4.36,0.64
South Africa,2015,784000000,5207328000000,6642,6.18,12.07,83.7,0.781,4.94,2.97
South Africa,2015,1071000000,37361835000000,34885,11.03,12.72,75.2,0.934,2.68,6.16
South Africa,2015,1347000000,52573410000000,39030,10.71,16.0,75.5,0.835,19.5,5.17
South Africa,2015,81000000,3503493000000,43253,1.73,16.63,79.2,0.585,14.05,1.72
South Africa,2015,1265000000,38506600000000,30440,2.66,3.44,83.8,0.724,18.64,5.3
South Africa,2015,1291000000,107855304000000,83544,4.89,2.87,78.1,0.726,10.48,8.14
South Africa,2015,266000000,17465826000000,65661,8.9,2.7,78.2,0.88,5.59,3.56
Spain,2015,1310000000,42487230000000,32433,6.07,6.0,63.4,0.697,8.53,-0.58
Spain,2015,641000000,12487321000000,19481,0.78,13.31,77.4,0.648,5.21,3.18
Spain,2015,916000000,17353620000000,18945,11.17,7.62,68.9,0.913,3.27,3.76
Spain,2015,688000000,57789248000000,83996,9.6,10.77,79.5,0.619,13.5,4.18
Spain,2015,949000000,51936872000000,54728,9.81,3.83,68.7,0.698,4.53,-2.28
Spain,2015,580000000,23973140000000,41333,1.56,13.23,72.3,0.596,6.83,2.62
Spain,2015,748000000,29505608000000,39446,1.19,3.15,62.2,0.957,15.13,-1.99
Spain,2015,684000000,51559236000000,75379,2.44,12.32,84.0,0.75,15.79,0.86
Spain,2015,740000000,9933020000000,13423,7.38,12.04,83.5,0.818,5.4,-0.05
Spain,2015,288000000,1476288000000,5126,-0.67,8.32,65.3,0.701,19.26,3.31
Spain,2015,350000000,5212200000000,14892,9.2,15.29,79.1,0.684,4.1,6.9
Spain,2015,660000000,20906160000000,31676,3.79,10.82,70.5,0.891,5.17,-2.5
Spain,2015,1165000000,97673600000000,83840,10.97,18.0,71.3,0.571,4.72,2.08
Spain,2015,327000000,13330155000000,40765,6.83,12.02,65.3,0.643,3.2,4.64
Spain,2015,827000000,10959404000000,13252,11.73,15.61,73.0,0.639,7.76,-2.62
Spain,2015,1255000000,85986325000000,68515,4.53,6.53,77.2,0.761,8.71,1.06
Spain,2015,903000000,2395659000000,2653,7.66,15.22,82.8,0.617,6.27,2.32
Spain,2015,1158000000,54571908000000,47126,6.38,9.5,74.5,0.762,8.85,3.42
Spain,2015,1286000000,27947352000000,21732,11.67,17.39,76.3,0.883,1.67,5.12
Spain,2015,1252000000,50622116000000,40433,6.35,8.74,70.5,0.819,3.17,7.38
Netherlands,2015,1091000000,92261506000000,84566,-0.64,5.02,77.6,0.733,2.16,4.93
Netherlands,2015,766000000,56858648000000,74228,6.55,8.66,74.2,0.782,8.23,-1.63
Netherlands,2015,374000000,10503416000000,28084,6.13,3.8,81.8,0.654,2.35,3.37
Netherlands,2015,520000000,34127600000000,65630,1.95,9.33,74.4,0.836,14.84,7.91
Netherlands,2015,1165000000,13997475000000,12015,10.07,12.87,80.4,0.605,10.31,3.09
Netherlands,2015,239000000,19987331000000,83629,11.88,13.55,64.3,0.89,8.14,-0.94
Netherlands,2015,397000000,29892909000000,75297,5.18,3.49,70.6,0.804,8.38,-2.43
Netherlands,2015,90000000,313920000000,3488,8.13,17.29,72.6,0.599,3.14,7.9
Netherlands,2015,184000000,15256912000000,82918,11.85,5.23,64.6,0.849,7.42,1.4
Netherlands,2015,704000000,2130304000000,3026,9.73,3.96,70.6,0.852,18.99,5.66
Netherlands,2015,94000000,7580160000000,80640,3.59,7.69,69.5,0.797,1.17,7.92
Netherlands,2015,501000000,17470371000000,34871,3.61,13.1,62.5,0.955,9.08,6.49
Netherlands,2015,1004000000,16035888000000,15972,-0.04,6.13,65.5,0.932,17.54,5.03
Netherlands,2015,300000000,23583300000000,78611,10.38,10.61,77.9,0.881,19.0,-2.83
Netherlands,2015,706000000,15025798000000,21283,5.33,9.74,62.7,0.893,1.95,4.45
Netherlands,2015,1325000000,106182850000000,80138,4.1,9.61,65.6,0.896,8.17,7.48
Netherlands,2015,1256000000,86994328000000,69263,-0.01,7.27,67.0,0.917,11.99,-2.48
Netherlands,2015,352000000,17182880000000,48815,8.45,7.3,72.8,0.934,6.63,1.03
Netherlands,2015,995000000,45022755000000,45249,1.95,5.98,82.2,0.8,12.8,5.72
Netherlands,2015,299000000,11134162000000,37238,4.0,3.02,84.8,0.696,11.68,4.01
Turkey,2015,289000000,1725619000000,5971,10.9,16.44,64.2,0.632,8.81,3.86
Turkey,2015,207000000,10156869000000,49067,9.29,14.69,67.5,0.877,3.25,-2.14
Turkey,2015,704000000,34519232000000,49033,5.62,12.16,70.1,0.776,8.42,-2.27
Turkey,2015,695000000,30484090000000,43862,10.49,14.52,73.6,0.917,16.28,8.96
Turkey,2015,313000000,6033075000000,19275,1.67,16.22,77.4,0.716,8.22,6.27
Turkey,2015,350000000,27444200000000,78412,-0.14,6.82,69.1,0.848,11.25,8.25
Turkey,2015,702000000,7815366000000,11133,10.98,11.33,63.8,0.623,11.82,8.85
Turkey,2015,736000000,42418624000000,57634,8.38,16.75,81.3,0.681,3.92,7.77
Turkey,2015,1124000000,5084976000000,4524,8.86,12.02,67.4,0.558,1.43,2.38
Turkey,2015,1239000000,47757255000000,38545,10.23,12.37,66.5,0.851,19.28,4.21
Turkey,2015,167000000,1858042000000,11126,9.52,16.01,69.8,0.606,4.17,3.44
Turkey,2015,35000000,1533770000000,43822,11.0,5.4,69.5,0.857,13.15,1.86
Turkey,2015,1395000000,63851940000000,45772,1.27,15.81,80.3,0.586,12.45,6.31
Turkey,2015,1229000000,66206230000000,53870,2.34,9.41,62.3,0.929,11.5,8.85
Turkey,2015,119000000,6653528000000,55912,6.98,13.59,69.6,0.588,3.55,-1.29
Turkey,2015,189000000,9148167000000,48403,9.58,8.77,74.4,0.791,11.32,4.89
Turkey,2015,1237000000,95078294000000,76862,3.3,13.86,67.9,0.842,15.38,6.31
Turkey,2015,638000000,46907674000000,73523,11.71,9.25,68.4,0.765,18.85,-1.42
Turkey,2015,23000000,1717065000000,74655,5.18,12.49,79.8,0.699,19.8,-0.26
Turkey,2015,189000000,975807000000,5163,7.12,3.96,74.5,0.634,15.66,0.11
Nigeria,2015,1246000000,61578566000000,49421,8.59,16.45,82.0,0.901,15.69,3.34
Nigeria,2015,723000000,24073008000000,33296,4.74,15.76,66.9,0.924,18.07,1.67
Nigeria,2015,439000000,19291855000000,43945,9.27,2.42,77.2,0.556,16.23,7.96
Nigeria,2015,1385000000,65737640000000,47464,-0.22,11.03,71.4,0.927,18.93,4.53
Nigeria,2015,463000000,2557612000000,5524,2.28,6.2,72.0,0.645,4.46,6.11
Nigeria,2015,1321000000,50233667000000,38027,2.88,17.91,67.0,0.784,3.56,7.36
Nigeria,2015,552000000,10705488000000,19394,9.7,6.52,69.6,0.749,17.87,-1.06
Nigeria,2015,1254000000,100103058000000,79827,11.44,5.39,63.2,0.871,17.1,5.83
Nigeria,2015,99000000,5845950000000,59050,1.37,15.82,84.9,0.672,0.98,-1.66
Nigeria,2015,24000000,455568000000,18982,10.85,4.41,78.9,0.59,3.79,5.19
Nigeria,2015,189000000,10544310000000,55790,3.41,16.7,78.5,0.912,19.6,-2.61
Nigeria,2015,485000000,13529075000000,27895,9.3,13.03,62.9,0.757,5.02,2.17
Nigeria,2015,219000000,900528000000,4112,-0.37,16.3,63.5,0.595,19.16,8.65
Nigeria,2015,1081000000,62331541000000,57661,-0.97,5.58,74.4,0.81,11.14,8.92
Nigeria,2015,1090000000,52148870000000,47843,9.91,17.32,63.8,0.948,17.14,8.66
Nigeria,2015,463000000,5087444000000,10988,2.55,4.84,68.1,0.578,1.34,3.11
Nigeria,2015,840000000,62543880000000,74457,11.38,6.28,69.5,0.567,9.35,0.39
Nigeria,2015,682000000,37706416000000,55288,11.77,15.99,78.5,0.714,6.71,2.03
Nigeria,2015,314000000,16401790000000,52235,8.89,16.11,80.5,0.918,12.88,-0.13
Nigeria,2015,1031000000,35960249000000,34879,8.02,13.68,84.8,0.888,13.44,-1.96
USA,2016,1276000000,7541160000000,5910,10.81,2.79,78.0,0.683,13.1,3.59
USA,2016,651000000,39842502000000,61202,11.63,2.01,79.2,0.9,10.45,4.11
USA,2016,783000000,25233741000000,32227,9.72,14.66,82.0,0.696,1.75,8.71
USA,2016,550000000,45002100000000,81822,7.57,15.22,63.7,0.877,13.45,8.09
USA,2016,547000000,19624719000000,35877,10.81,9.57,78.6,0.764,9.79,-0.35
USA,2016,295000000,2988645000000,10131,11.06,10.46,74.1,0.766,16.36,-0.14
USA,2016,357000000,7669074000000,21482,9.68,9.36,76.7,0.889,17.93,7.41
USA,2016,93000000,4064100000000,43700,3.96,15.31,80.8,0.6,3.5,0.02
USA,2016,215000000,10601865000000,49311,3.64,14.85,74.0,0.736,2.22,1.75
USA,2016,918000000,14828454000000,16153,4.84,9.65,80.4,0.861,3.42,5.16
USA,2016,756000000,49566384000000,65564,5.77,5.8,70.5,0.689,7.93,-2.79
USA,2016,416000000,667680000000,1605,6.42,2.92,66.1,0.844,5.85,0.89
USA,2016,500000000,18143500000000,36287,9.84,3.46,76.6,0.902,4.43,2.08
USA,2016,599000000,49407916000000,82484,9.15,16.73,78.5,0.704,1.31,6.04
USA,2016,840000000,48709080000000,57987,7.43,14.97,70.1,0.708,11.78,8.1
USA,2016,397000000,30786953000000,77549,3.84,12.65,69.6,0.579,15.24,1.55
USA,2016,1081000000,60381417000000,55857,5.46,16.42,79.4,0.56,12.06,2.55
USA,2016,951000000,55788513000000,58663,4.39,9.58,82.5,0.73,10.08,3.14
USA,2016,24000000,767112000000,31963,8.63,8.43,62.9,0.829,11.3,6.23
USA,2016,946000000,16064972000000,16982,0.17,15.57,75.1,0.556,10.19,7.18
China,2016,446000000,33663188000000,75478,4.91,15.18,66.6,0.688,17.33,3.6
China,2016,860000000,67112680000000,78038,0.82,8.51,63.2,0.807,6.75,-0.72
China,2016,17000000,440266000000,25898,11.85,6.39,68.0,0.678,5.47,7.31
China,2016,1143000000,60857892000000,53244,5.64,8.72,63.2,0.675,17.4,6.62
China,2016,1110000000,39067560000000,35196,2.96,4.11,66.8,0.817,18.68,4.88
China,2016,1200000000,24021600000000,20018,3.75,14.82,66.6,0.927,11.34,-2.39
China,2016,648000000,1694520000000,2615,5.93,8.54,75.0,0.683,5.83,6.55
China,2016,602000000,16727172000000,27786,8.24,14.84,75.6,0.736,18.73,2.34
China,2016,421000000,3816365000000,9065,1.34,15.73,64.9,0.606,17.66,6.77
China,2016,1023000000,25691622000000,25114,-0.82,13.54,79.0,0.617,4.81,5.65
China,2016,608000000,17728672000000,29159,5.95,4.54,79.9,0.843,10.57,2.59
China,2016,417000000,5628249000000,13497,11.36,8.64,77.2,0.656,18.16,5.23
China,2016,322000000,2874494000000,8927,11.01,4.13,65.7,0.733,15.28,7.5
China,2016,657000000,49258575000000,74975,8.35,6.95,67.9,0.775,4.68,8.35
China,2016,1367000000,43406351000000,31753,4.09,2.53,70.7,0.813,4.86,3.55
China,2016,196000000,5384512000000,27472,5.04,13.65,71.9,0.828,2.73,6.94
China,2016,255000000,7417185000000,29087,11.95,17.03,74.1,0.669,7.28,6.0
China,2016,1021000000,13975448000000,13688,1.61,6.48,69.0,0.789,15.25,-0.58
China,2016,968000000,35857624000000,37043,8.98,14.24,82.8,0.787,6.35,3.96
China,2016,211000000,352792000000,1672,3.48,17.11,77.1,0.571,7.0,2.4
India,2016,511000000,22839145000000,44695,8.65,4.86,80.1,0.672,1.85,3.71
India,2016,200000000,14759000000000,73795,0.47,4.58,71.0,0.565,1.27,3.95
India,2016,850000000,15977450000000,18797,4.4,15.4,63.8,0.848,14.82,1.31
India,2016,1362000000,18115962000000,13301,3.31,15.48,82.1,0.747,3.41,-1.87
India,2016,493000000,8304092000000,16844,0.99,6.33,74.4,0.683,5.3,3.82
India,2016,91000000,6181175000000,67925,2.33,17.19,68.5,0.778,19.77,7.9
India,2016,1100000000,73998100000000,67271,2.12,3.52,64.4,0.572,15.94,5.42
India,2016,436000000,13755364000000,31549,0.13,4.74,81.3,0.959,8.77,4.49
India,2016,229000000,9106643000000,39767,6.41,3.93,77.3,0.639,5.25,6.3
India,2016,1055000000,10174420000000,9644,9.68,3.17,69.8,0.59,4.69,6.27
India,2016,362000000,14948428000000,41294,3.45,14.97,72.6,0.928,0.71,8.28
India,2016,848000000,46521280000000,54860,-0.58,14.62,65.4,0.76,3.76,6.57
India,2016,292000000,8235568000000,28204,1.58,5.51,69.6,0.95,19.95,6.5
India,2016,987000000,6361215000000,6445,5.47,14.47,82.9,0.858,12.91,-0.61
India,2016,1285000000,10403360000000,8096,9.99,14.59,64.1,0.844,7.31,-1.05
India,2016,1013000000,67406033000000,66541,0.75,15.25,83.6,0.921,15.03,6.99
India,2016,1397000000,110198154000000,78882,1.14,8.17,76.7,0.934,10.5,5.98
India,2016,1220000000,86848140000000,71187,7.52,12.12,63.6,0.871,16.14,6.01
India,2016,480000000,15826080000000,32971,1.57,9.33,67.4,0.752,18.21,5.22
India,2016,107000000,5658267000000,52881,7.63,8.32,76.4,0.867,7.18,1.55
Germany,2016,183000000,5751507000000,31429,7.48,15.38,69.8,0.794,16.81,6.52
Germany,2016,14000000,572362000000,40883,5.36,2.26,64.5,0.883,8.66,4.26
Germany,2016,941000000,19397774000000,20614,3.36,5.42,70.1,0.896,12.58,0.51
Germany,2016,185000000,6848885000000,37021,1.43,16.23,71.4,0.771,5.21,-0.4
Germany,2016,1289000000,8948238000000,6942,3.88,16.34,71.0,0.686,3.44,-0.99
Germany,2016,724000000,58995140000000,81485,10.47,17.37,69.1,0.681,17.59,6.49
Germany,2016,1247000000,32834757000000,26331,10.14,17.49,71.0,0.554,17.14,-1.76
Germany,2016,508000000,31029148000000,61081,6.35,12.51,78.9,0.827,19.7,5.81
Germany,2016,1057000000,53772761000000,50873,0.76,14.05,67.8,0.721,10.53,0.97
Germany,2016,550000000,22151250000000,40275,3.7,12.58,76.5,0.704,10.68,5.12
Germany,2016,1345000000,89831205000000,66789,5.41,13.07,62.4,0.909,17.82,-1.57
Germany,2016,777000000,46763745000000,60185,3.04,10.2,65.5,0.799,9.45,8.38
Germany,2016,993000000,19318815000000,19455,-0.91,16.98,68.2,0.627,18.4,3.1
Germany,2016,808000000,19594808000000,24251,8.72,12.26,68.5,0.863,6.18,3.53
Germany,2016,866000000,63524564000000,73354,11.72,12.38,80.5,0.827,7.92,8.56
Germany,2016,742000000,28098798000000,37869,3.21,15.34,73.4,0.57,10.88,7.72
Germany,2016,416000000,28758912000000,69132,9.5,2.99,69.1,0.763,13.79,7.89
Germany,2016,1207000000,48896777000000,40511,11.63,14.43,70.3,0.834,5.81,7.69
Germany,2016,977000000,26737559000000,27367,7.07,16.85,71.3,0.829,7.55,0.84
Germany,2016,972000000,35454672000000,36476,0.46,16.81,76.3,0.756,8.46,-1.08
Japan,2016,649000000,4711740000000,7260,0.98,14.11,72.8,0.779,13.58,6.03
Japan,2016,568000000,30009144000000,52833,3.72,16.68,74.2,0.668,12.79,0.12
Japan,2016,29000000,200593000000,6917,5.92,13.17,69.0,0.797,7.52,8.77
Japan,2016,148000000,10862904000000,73398,0.25,11.64,81.1,0.892,14.38,8.16
Japan,2016,344000000,8470312000000,24623,11.57,12.14,77.9,0.868,8.19,8.28
Japan,2016,704000000,37963200000000,53925,4.1,14.89,70.0,0.626,17.5,3.38
Japan,2016,1072000000,59727552000000,55716,7.7,16.42,65.1,0.689,1.79,1.96
Japan,2016,1033000000,1969931000000,1907,10.08,12.68,75.3,0.716,11.69,0.29
Japan,2016,1396000000,26329956000000,18861,0.97,12.74,79.3,0.755,18.02,7.79
Japan,2016,1333000000,68557523000000,51431,10.42,4.1,78.2,0.839,12.44,0.3
Japan,2016,142000000,11442644000000,80582,6.86,10.15,76.0,0.921,6.53,1.32
Japan,2016,1170000000,13818870000000,11811,3.68,13.19,63.7,0.894,6.84,-2.96
Japan,2016,1293000000,25455291000000,19687,4.81,10.05,84.5,0.792,12.12,-2.61
Japan,2016,1106000000,69442422000000,62787,0.44,5.59,76.5,0.689,6.96,3.82
Japan,2016,451000000,33578754000000,74454,9.32,5.34,81.3,0.882,10.97,-2.63
Japan,2016,359000000,1873262000000,5218,9.54,6.29,70.6,0.941,5.84,-1.93
Japan,2016,235000000,12677545000000,53947,4.07,17.27,71.4,0.823,17.69,-2.34
Japan,2016,765000000,54444285000000,71169,3.28,17.78,63.6,0.746,3.11,2.45
Japan,2016,1270000000,77586840000000,61092,1.48,11.85,64.6,0.618,15.31,-2.08
Japan,2016,1062000000,3893292000000,3666,4.7,5.16,78.2,0.631,5.68,3.72
UK,2016,611000000,2751333000000,4503,10.96,13.56,78.5,0.576,4.51,-2.84
UK,2016,1318000000,110843800000000,84100,5.99,10.92,76.4,0.782,6.66,1.25
UK,2016,220000000,1605560000000,7298,8.61,13.06,71.7,0.562,14.41,6.27
UK,2016,707000000,10947895000000,15485,10.16,7.82,82.3,0.749,2.11,1.05
UK,2016,657000000,41996754000000,63922,10.66,17.62,81.5,0.767,5.4,1.67
UK,2016,729000000,25166538000000,34522,7.53,17.0,66.4,0.664,16.39,3.23
UK,2016,791000000,17873436000000,22596,9.55,15.46,65.1,0.555,4.67,4.02
UK,2016,781000000,3997158000000,5118,-0.88,15.28,80.1,0.74,1.34,7.67
UK,2016,1099000000,11872497000000,10803,10.16,7.42,74.9,0.739,15.49,7.85
UK,2016,20000000,668080000000,33404,1.66,7.67,82.3,0.59,17.61,8.34
UK,2016,906000000,55557732000000,61322,6.44,16.73,77.8,0.925,15.35,3.84
UK,2016,115000000,7266850000000,63190,1.2,12.43,81.8,0.956,14.48,2.63
UK,2016,971000000,78568465000000,80915,0.84,16.54,75.8,0.576,5.15,8.84
UK,2016,473000000,1013166000000,2142,4.1,14.61,80.9,0.81,14.96,-2.54
UK,2016,197000000,5463007000000,27731,9.44,2.61,63.1,0.649,18.65,-0.36
UK,2016,1381000000,10075776000000,7296,11.09,12.22,83.1,0.658,3.49,-2.78
UK,2016,217000000,3072286000000,14158,1.43,14.91,65.7,0.76,2.56,6.44
UK,2016,786000000,1411656000000,1796,-0.06,2.48,76.9,0.585,11.45,4.35
UK,2016,1105000000,12899770000000,11674,8.18,12.58,76.1,0.737,13.58,3.72
UK,2016,432000000,2010960000000,4655,1.44,10.11,81.3,0.636,14.31,5.83
France,2016,1380000000,79675680000000,57736,11.78,11.8,64.0,0.763,13.71,-1.95
France,2016,494000000,7307248000000,14792,0.17,6.38,69.1,0.671,10.14,3.91
France,2016,690000000,18401610000000,26669,-0.91,3.2,64.6,0.834,12.18,3.24
France,2016,938000000,51493386000000,54897,11.01,11.19,66.8,0.861,15.16,-2.04
France,2016,49000000,451780000000,9220,8.32,2.49,77.7,0.898,8.9,7.54
France,2016,373000000,30808308000000,82596,11.26,9.07,78.2,0.654,6.36,1.18
France,2016,669000000,34525083000000,51607,0.23,9.09,84.6,0.818,18.68,6.15
France,2016,672000000,25159008000000,37439,9.45,2.21,74.4,0.69,11.11,1.28
France,2016,678000000,1170228000000,1726,9.02,14.4,82.5,0.876,10.87,-1.74
France,2016,647000000,37011635000000,57205,7.15,7.87,74.4,0.946,3.64,3.37
France,2016,1336000000,96285520000000,72070,2.18,16.68,83.4,0.763,15.64,4.58
France,2016,1331000000,39046216000000,29336,1.83,14.08,82.4,0.843,8.91,-1.58
France,2016,366000000,29840712000000,81532,4.69,12.99,77.9,0.856,15.19,-0.02
France,2016,531000000,2722437000000,5127,0.19,15.86,76.7,0.803,13.29,5.89
France,2016,295000000,3126115000000,10597,6.77,13.12,69.0,0.576,1.8,-2.83
France,2016,745000000,8390190000000,11262,0.85,3.81,73.4,0.948,13.91,0.28
France,2016,926000000,22979616000000,24816,10.7,6.08,71.1,0.836,3.88,8.87
France,2016,199000000,12313125000000,61875,3.45,15.32,62.7,0.89,4.91,7.26
France,2016,723000000,32882040000000,45480,2.61,2.16,66.4,0.921,3.58,4.91
France,2016,1207000000,51164730000000,42390,7.6,4.89,65.3,0.59,19.66,1.6
Canada,2016,1340000000,17631720000000,13158,6.41,5.57,63.5,0.556,17.12,-1.44
Canada,2016,732000000,35986584000000,49162,6.05,4.82,70.5,0.852,7.72,-1.01
Canada,2016,1363000000,21957930000000,16110,10.34,16.55,65.8,0.862,18.68,-2.64
Canada,2016,1333000000,35881694000000,26918,10.53,14.2,81.6,0.649,17.91,0.16
Canada,2016,20000000,162560000000,8128,0.29,8.04,70.5,0.666,9.72,2.85
Canada,2016,230000000,14210780000000,61786,6.22,9.87,71.3,0.749,18.5,7.92
Canada,2016,877000000,51923662000000,59206,-0.21,5.05,68.1,0.732,5.16,1.06
Canada,2016,122000000,1326506000000,10873,5.62,9.74,67.0,0.801,20.0,8.14
Canada,2016,775000000,12341100000000,15924,-0.22,8.91,63.3,0.764,10.45,0.8
Canada,2016,212000000,2626468000000,12389,5.21,9.5,83.8,0.872,3.07,6.68
Canada,2016,1297000000,55974629000000,43157,0.27,6.49,80.1,0.578,14.22,2.7
Canada,2016,531000000,13322259000000,25089,5.62,12.04,80.7,0.92,13.05,5.24
Canada,2016,70000000,5033140000000,71902,7.43,14.36,77.3,0.607,7.61,1.65
Canada,2016,664000000,4629408000000,6972,10.15,7.88,82.8,0.625,4.92,4.18
Canada,2016,172000000,10388972000000,60401,1.82,2.57,72.1,0.608,4.23,5.99
Canada,2016,1199000000,33128370000000,27630,11.21,8.43,77.6,0.555,18.99,-0.2
Canada,2016,982000000,49574306000000,50483,5.65,17.17,73.3,0.957,12.61,-0.4
Canada,2016,968000000,27069152000000,27964,3.03,14.55,68.2,0.95,15.24,-2.62
Canada,2016,368000000,17104272000000,46479,4.37,13.34,75.1,0.866,5.15,7.04
Canada,2016,322000000,26124182000000,81131,9.55,11.71,72.9,0.775,8.04,0.13
Brazil,2016,1156000000,19996488000000,17298,2.56,8.66,82.9,0.959,3.14,0.85
Brazil,2016,121000000,2841927000000,23487,2.05,4.68,75.5,0.735,8.47,7.66
Brazil,2016,1360000000,41784640000000,30724,10.18,17.31,68.2,0.936,8.45,-2.38
Brazil,2016,218000000,827092000000,3794,10.75,3.13,79.3,0.622,3.2,-2.12
Brazil,2016,776000000,31705032000000,40857,9.49,12.45,73.8,0.598,5.25,4.9
Brazil,2016,1205000000,60176495000000,49939,10.68,17.4,66.4,0.581,18.0,3.84
Brazil,2016,376000000,13163384000000,35009,7.37,8.59,84.0,0.656,16.53,5.41
Brazil,2016,121000000,10081841000000,83321,7.87,5.4,69.5,0.927,9.18,1.08
Brazil,2016,1331000000,33441375000000,25125,5.05,7.19,84.3,0.951,2.23,8.65
Brazil,2016,1116000000,61517268000000,55123,4.21,4.14,79.2,0.702,14.31,1.56
Brazil,2016,1017000000,50167593000000,49329,0.66,5.56,66.9,0.659,1.2,-1.37
Brazil,2016,836000000,68750968000000,82238,4.47,3.24,75.4,0.936,11.75,1.27
Brazil,2016,900000000,38448900000000,42721,1.28,9.71,62.4,0.827,3.64,1.44
Brazil,2016,1293000000,51457521000000,39797,9.86,12.27,76.6,0.839,19.34,-0.64
Brazil,2016,621000000,21749283000000,35023,1.12,3.04,72.5,0.823,15.45,-2.45
Brazil,2016,35000000,2784425000000,79555,5.95,13.61,68.3,0.579,0.59,-0.92
Brazil,2016,514000000,1035710000000,2015,1.26,4.79,82.7,0.872,5.11,-2.71
Brazil,2016,173000000,2265954000000,13098,11.61,4.38,69.7,0.764,6.74,2.01
Brazil,2016,985000000,34853240000000,35384,3.33,16.84,68.1,0.659,1.74,-2.37
Brazil,2016,543000000,10192110000000,18770,9.29,13.66,69.9,0.752,4.17,8.15
Australia,2016,1152000000,9465984000000,8217,8.77,15.42,71.7,0.671,0.82,0.74
Australia,2016,152000000,9640600000000,63425,0.22,11.38,66.4,0.84,16.18,6.5
Australia,2016,478000000,39714630000000,83085,0.21,12.62,75.0,0.607,4.26,3.99
Australia,2016,225000000,19033650000000,84594,4.95,14.01,73.5,0.764,6.97,-2.32
Australia,2016,473000000,2166813000000,4581,1.87,6.65,76.7,0.833,12.49,7.82
Australia,2016,424000000,17927144000000,42281,11.94,16.38,65.0,0.575,9.53,1.07
Australia,2016,1400000000,58926000000000,42090,4.15,10.37,69.0,0.868,6.65,0.52
Australia,2016,670000000,46120790000000,68837,2.07,4.8,76.5,0.651,1.09,0.85
Australia,2016,1042000000,72759734000000,69827,10.31,12.97,73.0,0.677,1.96,4.91
Australia,2016,1282000000,66956296000000,52228,4.68,3.07,80.5,0.761,9.27,7.23
Australia,2016,861000000,43235115000000,50215,5.95,14.48,78.7,0.679,1.5,6.23
Australia,2016,184000000,15633928000000,84967,10.99,4.13,81.7,0.937,11.37,-2.24
Australia,2016,1273000000,7769119000000,6103,2.9,3.1,79.3,0.866,9.03,-1.97
Australia,2016,811000000,11212886000000,13826,8.31,13.78,62.7,0.923,13.57,3.36
Australia,2016,149000000,6394931000000,42919,1.13,10.51,81.2,0.619,3.89,6.18
Australia,2016,877000000,40171862000000,45806,3.71,16.26,72.5,0.776,2.29,8.32
Australia,2016,796000000,50518936000000,63466,1.94,4.96,80.7,0.861,8.17,-0.58
